Valeur fonciere,Surface reelle bati,Surface terrain,Nombre pieces principales,Cluster
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,74.0,17969.0,5.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,74.0,17969.0,5.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,74.0,17969.0,5.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,74.0,17969.0,5.0,0
118800.0,51.0,11310.0,3.0,0
118800.0,51.0,11310.0,3.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,72.0,17969.0,5.0,0
118800.0,41.0,17969.0,2.0,0
118800.0,63.0,17969.0,4.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,63.0,17969.0,4.0,0
118800.0,43.0,17969.0,2.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,73.0,17969.0,5.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,73.0,17969.0,5.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,73.0,17969.0,5.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,73.0,17969.0,5.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,51.0,17969.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,51.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
118800.0,53.0,11310.0,3.0,0
