Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,14/11/2023,Vente en l'état futur d'achèvement,"262000,00",19,,RUE,5137,LEO LAGRANGE,93000,BOBIGNY,93,8,,AP,92,,257,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,16/11/2023,Vente,"177000,00",19,,AV,7258,DU PDT SALVADOR ALLENDE,93000,BOBIGNY,93,8,,AC,238,,66,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,16/11/2023,Vente,"177000,00",19,,AV,7258,DU PDT SALVADOR ALLENDE,93000,BOBIGNY,93,8,,AC,238,,37,"44,65",,,,,,,,,1,2,Appartement,,45,2,,,
,,,,,,,000001,26/10/2023,Vente,"240000,00",13,,RUE,8510,DES SABLONS,93000,BOBIGNY,93,8,,AR,100,,,,,,,,,,,,0,1,Maison,,48,1,S,,160
,,,,,,,000001,26/10/2023,Vente,"240000,00",13,,RUE,8510,DES SABLONS,93000,BOBIGNY,93,8,,AR,100,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,160
,,,,,,,000001,22/11/2023,Vente en l'état futur d'achèvement,"305950,00",147,,RUE,7133,DE PARIS,93000,BOBIGNY,93,8,,AD,131,,385,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,22/11/2023,Vente en l'état futur d'achèvement,"305950,00",147,,RUE,7133,DE PARIS,93000,BOBIGNY,93,8,,AD,131,,139,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,21/11/2023,Vente,"350000,00",48,,RUE,3560,FONTAINE,93000,BOBIGNY,93,8,,BE,38,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,80,0,S,,261
,,,,,,,000001,21/11/2023,Vente,"350000,00",48,,RUE,3560,FONTAINE,93000,BOBIGNY,93,8,,BE,38,,,,,,,,,,,,0,1,Maison,,190,7,S,,261
,,,,,,,000001,22/11/2023,Vente,"155815,00",186,,AV,4730,JEAN JAURES,93000,BOBIGNY,93,8,,V,217,,29,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,22/11/2023,Vente,"155815,00",186,,AV,4730,JEAN JAURES,93000,BOBIGNY,93,8,,V,253,,110,,152,,236,,,,,,3,2,Appartement,,39,2,,,
,,,,,,,000001,23/11/2023,Vente en l'état futur d'achèvement,"140384,00",,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,564,,36097,"18,27",,,,,,,,,1,,,,,,,,
,,,,,,,000001,17/11/2023,Vente,"235000,00",25,,RUE,4156,GILBERT HANOT,93000,BOBIGNY,93,8,,X,142,,11,,12,,13,,14,,18,,6,1,Maison,,95,5,,,
,,,,,,,000001,16/11/2023,Vente,"125000,00",5,,RUE,4485,DU HUIT MAI 1945,93000,BOBIGNY,93,8,,S,85,,129,,289,,,,,,,,2,2,Appartement,,38,2,,,
,,,,,,,000001,16/11/2023,Vente,"125000,00",5,,RUE,4485,DU HUIT MAI 1945,93000,BOBIGNY,93,8,,S,85,,129,,289,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,01/12/2023,Vente,"90080,55",5,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,188,,51,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,01/12/2023,Vente,"90080,55",7,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,188,,150,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,01/12/2023,Vente,"90080,55",7,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,188,,150,,,,,,,,,,1,2,Appartement,,56,3,,,
,,,,,,,000001,01/12/2023,Vente,"90080,55",5,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,188,,51,,,,,,,,,,1,2,Appartement,,56,3,,,
,,,,,,,000001,29/11/2023,Vente,"295000,00",37,,RUE,4145,GASTON CREPIN,93000,BOBIGNY,93,8,,AU,227,,,,,,,,,,,,0,1,Maison,,103,4,S,,288
,,,,,,,000001,29/11/2023,Vente en l'état futur d'achèvement,"114480,00",,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,564,,36003,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,04/12/2023,Vente en l'état futur d'achèvement,"117360,00",,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,564,,36074,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,28/11/2023,Vente,"315000,00",16,,RUE,3190,EUGENE VARLIN,93000,BOBIGNY,93,8,,BD,271,,,,,,,,,,,,0,1,Maison,,80,4,S,,300
,,,,,,,000001,07/12/2023,Vente,"13000,00",37,,RUE,0055,D ANJOU,93000,BOBIGNY,93,8,,AL,150,,11,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,17/11/2023,Vente,"151800,00",20,,RUE,7259,PRIMO LEVI,93000,BOBIGNY,93,8,,E,181,,307,,,,,,,,,,1,2,Appartement,,30,1,,,
,,,,,,,000001,17/11/2023,Vente,"151800,00",20,,RUE,7259,PRIMO LEVI,93000,BOBIGNY,93,8,,E,181,,307,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,11/12/2023,Vente,"13000,00",26,,ALL,0623,DE BELLEVUE,93000,BOBIGNY,93,8,,A,212,,714,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,99,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,92,5,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,65,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,82,4,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,85,4,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,92,5,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,82,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,,,,,,,,,1,2,Appartement,,67,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,85,4,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,48,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,81,4,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,26,1,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,,,,,,,,,1,2,Appartement,,109,6,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,44,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,71,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,40,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1340,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,67,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,65,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,67,3,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,80,4,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,92,5,,,
,,,,,,,000001,14/12/2023,Vente,,7,,RUE,1517,CLAUDE LEVI STRAUSS,93000,BOBIGNY,93,8,,AC,225,,1201,,1340,,,,,,,,2,2,Appartement,,82,4,,,
,,,,,,,000001,14/12/2023,Vente,,,,AV,7258,DU PDT SALVADOR ALLENDE,93000,BOBIGNY,93,8,,AC,246,,,,,,,,,,,,0,,,,,,S,,72
,,,,,,,000001,14/12/2023,Vente,,,,AV,7258,DU PDT SALVADOR ALLENDE,93000,BOBIGNY,93,8,,AC,250,,,,,,,,,,,,0,,,,,,S,,1376
,,,,,,,000001,14/12/2023,Vente,,,,RUE,3551,DE LA FOLIE,93000,BOBIGNY,93,8,,AC,253,,,,,,,,,,,,0,,,,,,S,,10
,,,,,,,000001,14/12/2023,Vente,,,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,267,1,,,,,,,,,,,0,,,,,,,,
,,,,,,,000001,14/12/2023,Vente,,,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,267,2,,,,,,,,,,,0,,,,,,,,
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,59,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,58,2,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,70,3,S,,415
,,,,,,,000001,14/12/2023,Vente,,34,,RUE,4423,HECTOR BERLIOZ,93000,BOBIGNY,93,8,,AF,268,,,,,,,,,,,,0,2,Appartement,,33,1,S,,415
