Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,39,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,41,1,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,109,6,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,68,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,105,5,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,31,1,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,106,5,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,31,1,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,67,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,81,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,53,2,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,85,4,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,34,1,S,,519
,,,,,,,000001,14/12/2023,Vente,,18,,RUE,6870,OUM KALSOUM,93000,BOBIGNY,93,8,,Y,159,,,,,,,,,,,,0,2,Appartement,,70,3,S,,519
